"organism","target_version"
"Pipistrellus_pipistrellus","PipPip_v1"
"Phyllostomus_discolor","mPhyDis1_v1"
"Phycis_phycis","ASM90030233v1"
"Phycis_blennoides","ASM90030231v1"
"Phocoena_phocoena","GCA_003071005"
"Philantomba_maxwellii","MXD"
"Phasianus_colchicus","ASM414374v1"
"Phascolarctos_cinereus","phaCin_unsw_v4.1"
"Phalacrocorax_harrisi","Pharrisi_ref_V1"
"Petromus_typicus","PetTyp_v1_BIUU"
"Peromyscus_polionotus_subgriseus","HU_Ppol_1.3"
"Perca_fluviatilis","UTU_Pfluv_1.1"
"Perca_flavescens","PFLA_1.0"
"Pelusios_castaneus",1.0
"Patagioenas_fasciata","NIATT_ARIZONA"
"Passer_domesticus","Passer_domesticus-1.0"
"Parotia_lawesii","GCA_003713295"
"Paroedura_picta","Ppicta_assembly_v1"
"Paramormyrops_kingsleyae","PKING1"
"Parambassis_ranga","fParRan2.1"
"Paralichthys_olivaceus","V1.0"
"Paradoxurus_hermaphroditus","ParHer_v1_BIUU"
"Paradisaea_rubra","GCA_003713215"
"Paradisaea_raggiana","GCA_003713265"
"Parablennius_parvicornis","ASM90030274v1"
"Panthera_pardus","PanPar1.0"
"Panthera_onca","PanOnc_v1_BIUU"
"Pangasianodon_hypophthalmus","VN_pangasius"
"Pagrus_major","Pmaj_1.0"
"Ovis_aries","Oar_rambouillet_v1.0"
"Ourebia_ourebi","ORB"
"Oryzias_melastigma","Om_v0.7.RACA"
"Oryx_gazella","UCDavis_Ogaz_1"
"Oryx_gazella","GMB"
"Ornithorhynchus_anatinus","mOrnAna1"
"Oplegnathus_fasciatus","ASM341684v1"
"Onychomys_torridus","OnyTor_v1_BIUU"
"Ondatra_zibethicus","OndZib_v1"
"Oncorhynchus_tshawytscha","USMARCv1.0"
"Oncorhynchus_kisutch","Okis_V1"
"Odocoileus_virginianus","Ovir.te_1.0"
"Odocoileus_hemionus","GCA_003697985.1"
"Octomys_mimax","Oct_mimax_AO248_v1"
"Nycticebus_coucang","NycCou_v1_BIUU"
"Numida_meleagris","NumMel1.0"
"Nothoprocta_perdicaria","GCF_003342845.1_notPer1"
"Notechis_scutatus","TS10Xv2-PR"
"Noctilio_leporinus","NocLep_v1_BIUU"
"Neovison_vison","NNQGG.v01"
"Neophocaena_asiaeorientalis","V1"
"Neomonachus_schauinslandi","ASM220157v1"
"Nannopterum_harrisi","Pharrisi_ref_V1"
"Nannopterum_brasilianus","ASM210954v1"
"Myrmecophaga_tridactyla","MyrTri_v1_BIUU"
"Myodes_glareolus","ASM436859v1"
"Myocastor_coypus","MyoCoy_v1_BIUU"
"Muscardinus_avellanarius","MusAve_v1"
"Mus_spicilegus","GCA_003336285.1_MUSP714"
"Mus_musculus","goldenpath_mm9"
"Murina_aurata_feae","MurFea_v1"
"Muntiacus_reevesi","CIJ"
"Muntiacus_muntjak","CMJ"
"Muntiacus_crinifrons","BMJ"
"Moschus_moschiferus","MosMos_v1_BIUU"
"Moschus_chrysogaster","NPU_MCHR_1.0"
"Moschus_berezovskii","NPU_MBRE_1.0"
"Moschus_berezovskii","FMD"
"Mormoops_blainvillei","MorMeg_v1"
"Mora_moro","Mora_mora_assembly"
"Monopterus_albus","M_albus_1.0"
"Monodon_monoceros","NGI_Narwhal_1"
"Monodon_monoceros","MonMon_v1"
"Mirza_coquereli","MizCoq_v1_BIUU"
"Mirounga_angustirostris","MirAng_v1_BIUU"
"Miniopterus_schreibersii","MinSch_v1"
"Micropterus_floridanus","ASM259238v1"
"Microgale_talazaci","MicTal_v1_BIUU"
"Microcaecilia_unicolor","aMicUni1.1"
"Mesoplodon_bidens","MesBid_v1"
"Mesoclemmys_tuberculata",1.0
"Meriones_unguiculatus","MunDraft-v1.0"
"Melanochromis_auratus","ASM15089v1"
"Megaptera_novaeangliae","megNov1"
"Megaderma_lyra","MegLyr_v1_BIUU"
"Mastacembelus_armatus","GCA_900324485"
"Marmota_flaviventris","ASM367607v1"
"Manis_tricuspis","ManTri_v1_BIUU"
"Mandrillus_sphinx","BGI_mandrill_1.0"
"Mammalia","low_coverage"
"Madoqua_kirkii","KDD"
"Macrotus_californicus","MacCal_v1_BIUU"
"Macroglossus_sobrinus","MacSob_v1"
"Macquaria_australasica","DU_Maus_v1.0"
"Maccullochella_peelii","mcod_v1"
"Macaca_fuscata","GCA_003118495"
"Lynx_canadensis","LynCan4_v1"
"Lycaon_pictus","LycPicSAfr1.0"
"Lota_lota","ASM90030238v1"
"Litocranius_walleri","GRK"
"Lonchura_striata_domestica","LonStrDom1"
"Limosa_lapponica_baueri","Godwit_v1"
"Lesueurigobius_sanzi","ASM90030325v1"
"Lepus_timidus","GCA_009760805"
"Lepus_americanus","LepAme_v1_BIUU"
"Laticauda_laticaudata",1.0
"Laticauda_colubrina",1.0
"Lateolabrax_maculatus","ASM402866v1"
"Lasiurus_borealis","LasBor_v1"
"Lamprogrammus_exutus","ASM90031255v1"
"Lampris_guttatus","ASM90030254v1"
"Lagenorhynchus_obliquidens","ASM367639v1"
"Lacerta_viridis","ASM90024590v1"
"Lacerta_bilineata","L_bilineata"
"Labeo_rohita","ASM412021v1"
"Kogia_breviceps","v1_BIUU"
"Junco_hyemalis","ASM382977v1"
"Inia_geoffrensis","IniGeo_v1_BIUU"
"Hystrix_cristata","HysCri_v1_BIUU"
"Hypoplectrus_puella","HP_genome_unmasked_01"
"Hypophthalmichthys_nobilis","HypNob1.0"
"Hypophthalmichthys_molitrix","HypMol1.0"
"Hydropotes_inermis","NPU_HINE_1.0"
"Hydrophis_melanocephalus",1.0
"Hydrophis_cyanocinctus","ASM402372v1"
"Hydrochoerus_hydrochaeris","HydHyd_v1_BIUU"
"Hyaena_hyaena","HyaHya_v1"
"Hucho_hucho","ASM331708v1"
"Homo_sapiens","goldenpath_hg38_chromosome"
"Holocentrus_rufus","ASM90030261v1"
"Hirundo_rustica","GCA_003692655.1"
"Hipposideros_galeritus","HipGal_v1"
"Hipposideros_armiger","ASM189008v1"
"Hippopotamus_amphibius","ASM299558v1"
"Hippocampus_comes","QL1_v1"
"Himantopus_himantopus","Hhiman_2.0"
"Heterohyrax_brucei","HetBruBak_v1_BIUU"
"Hemitragus_hylocrius","HemHyl_v1"
"Hemignathus_virens","ASM328649v1"
"Helostoma_temminkii","ASM90030269v1"
"Helogale_parvula","HelPar_v1_BIUU"
"Apodemus_speciosus","Aspe_assembly01"
"Anser_brachyrhynchus","ASM259213v1"
"Ammotragus_lervia","NAZ_v1.0"
"Ailurus_fulgens","ASM200746v1"
"Agapornis_roseicollis","ASM263189v1"
"Acanthochromis_polyacanthus","ASM210954v1"
"digs_genomes","Hipposideros_galeritus"
"Sinella_curviseta","ASM411504v1"
"Actinemys_marmorata","Amar_v1"
"Alces_alces","GSC_moose_1.0"
"Leptobrachium_leishanense","ASM966780v1"
"Nanger_granti","GTG-3714"
"Nycticeius_humeralis","NycHum_v1_BIUU"
"Spea_multiplicata","usc_Smult_1.0"
"Lacerta_agilis","rLacAgi1"
"Lutra_lutra","mLutLut1.1"
"Oophaga_pumilio","UCB_Opum_1.0"
"Sapajus_apella","GSC_monkey_1.0"
"Cynopterus_brachyotis","ASM979314v1"
"Lutra_lutra","riverotter_1.0"
"Mustela_erminea","mMusErm1"
"Rhombomys_opimus","ASM1012001v1"
"Thamnophis_elegans","rThaEle1.pri"
"Trachypithecus_francoisi","Tfra_2.0"
"Crocuta_crocuta","CrCroc_1.0"
"Marmota_monax","MONAX5"
"Mastomys_coucha","UCSF_Mcou_1"
"Microcebus_griseorufus","Mgri_1.0"
"Microcebus_mittermeieri","Mmit_1.0"
"Microcebus_ravelobensis","Mrav_1.0"
"Microcebus_tavaratra","Mtav_1.0"
"Mirza_zaza","Mzaz_1.0"
"Panthera_leo","UCSF_Mcou_1"
"Sciurus_carolinensis","mSciCar1.1"
"Sciurus_vulgaris","mSciVul1.1"
"Ursus_thibetanus_thibetanus","ASM966005v1"
"Antidorcas_marsupialis","SGB"
"Erethizon_dorsatum","GSC_porc_1.0"
"Kobus_ellipsiprymnus","DFW-scaff"
"Pedetes_capensis","PedCap_v1_BIUU"
"Cuniculus_paca","CunPac_v1_BIUU"
"Indri_indri","IndInd_v1_BIUU"
"Marmota_vancouverensis","VIM_1.0"
"Tupaia_tana","TupTan_v1_BIUU"
"Ziphius_cavirostris","ZipCav_v1_BIUU"
"Halichoerus_grypus","Tufts_HGry_1.1"
"Martes_zibellina","ASM1258336v1"
"Micronycteris_hirsuta","MicHir_v1"
"Ptyas_mucosa","Pmuc_v1.0"
"Alauda_arvensis","skylark"
"Grus_vipio","Gvipio_1.0"
"Ardeotis_arabs","REN_Aarabs_1.0"
"Cromileptes_altivelis","SYSU_Calt_1.1"
"Etheostoma_cragini","Ecrag_1.0"
"Eupsittula_pertinax","ASM1131718v1"
"Grus_monacha","Gmonacha_1.0"
"Guaruba_guarouba","ASM1180009v1"
"Gymnobelideus_leadbeateri","LBP_v1_scaffolds"
"Lama_glama","ASM1323958v1"
"Limnodynastes_dumerilii","BGI_Ldum_1.0"
"Mallotus_villosus","GCA_903064625"
"Molothrus_ater","BPBGC_Mater_1.0"
"Nisaetus_nipalensis","Nnipalensis_1.0"
"Oxyura_jamaicensis","Ojam_1.0"
"Pionus_senilis","ASM1176272v1"
"Trachemys_scripta","CAS_Tse_1.0"
"Tropheus_moorii","TMv1.0"
"Zootoca_vivipara","UG_Zviv_1"
