sequenceID	name	full_name	class	integration	fragment	duplicate	organism	scaffold	start	end	length	orientation	sublineage	subfamily	genus	clade
NomMel_104_REGV01050064	NomMel_104	NomMel_104_REGV01050064	EFV	3	104	1	Nomia_melanderi	REGV01050064.1	2639	7533	4895	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_97_REGV01058706	NomMel_97	NomMel_97_REGV01058706	EFV	3	97	1	Nomia_melanderi	REGV01058706.1	33	571	539	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_92_REGV01058708	NomMel_92	NomMel_92_REGV01058708	EFV	3	92	1	Nomia_melanderi	REGV01058708.1	33	572	540	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_103_REGV01061581	NomMel_103	NomMel_103_REGV01061581	EFV	3	103	1	Nomia_melanderi	REGV01061581.1	1	548	548	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_93_REGV01065152	NomMel_93	NomMel_93_REGV01065152	EFV	3	93	1	Nomia_melanderi	REGV01065152.1	9	293	285	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_94_REGV01065153	NomMel_94	NomMel_94_REGV01065153	EFV	3	94	1	Nomia_melanderi	REGV01065153.1	9	293	285	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_89_REGV01072449	NomMel_89	NomMel_89_REGV01072449	EFV	3	89	1	Nomia_melanderi	REGV01072449.1	50	301	252	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_67_REGV01074717	NomMel_67	NomMel_67_REGV01074717	EFV	3	67	1	Nomia_melanderi	REGV01074717.1	6	421	416	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_70_REGV01075132	NomMel_70	NomMel_70_REGV01075132	EFV	3	70	1	Nomia_melanderi	REGV01075132.1	2	250	249	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_69_REGV01075133	NomMel_69	NomMel_69_REGV01075133	EFV	3	69	1	Nomia_melanderi	REGV01075133.1	2	295	294	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_85_REGV01084028	NomMel_85	NomMel_85_REGV01084028	EFV	3	85	1	Nomia_melanderi	REGV01084028.1	2	451	450	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_90_REGV01084029	NomMel_90	NomMel_90_REGV01084029	EFV	3	90	1	Nomia_melanderi	REGV01084029.1	2	214	213	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_101_REGV01085978	NomMel_101	NomMel_101_REGV01085978	EFV	3	101	1	Nomia_melanderi	REGV01085978.1	2	719	718	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_80_REGV01088360	NomMel_80	NomMel_80_REGV01088360	EFV	3	80	1	Nomia_melanderi	REGV01088360.1	1	297	297	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_87_REGV01088361	NomMel_87	NomMel_87_REGV01088361	EFV	3	87	1	Nomia_melanderi	REGV01088361.1	1	222	222	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_108_REGV01091118	NomMel_108	NomMel_108_REGV01091118	EFV	3	108	1	Nomia_melanderi	REGV01091118.1	76	252	177	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_72_REGV01091174	NomMel_72	NomMel_72_REGV01091174	EFV	3	72	1	Nomia_melanderi	REGV01091174.1	9	263	255	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_74_REGV01091197	NomMel_74	NomMel_74_REGV01091197	EFV	3	74	1	Nomia_melanderi	REGV01091197.1	2	412	411	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_96_REGV01091564	NomMel_96	NomMel_96_REGV01091564	EFV	3	96	1	Nomia_melanderi	REGV01091564.1	2	517	516	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_88_REGV01091755	NomMel_88	NomMel_88_REGV01091755	EFV	3	88	1	Nomia_melanderi	REGV01091755.1	3	395	393	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_119_REGV01092169	NomMel_119	NomMel_119_REGV01092169	EFV	3	119	1	Nomia_melanderi	REGV01092169.1	128	280	153	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_77_REGV01092441	NomMel_77	NomMel_77_REGV01092441	EFV	3	77	1	Nomia_melanderi	REGV01092441.1	1	384	384	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_66_REGV01092516	NomMel_66	NomMel_66_REGV01092516	EFV	3	66	1	Nomia_melanderi	REGV01092516.1	2	451	450	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_98_REGV01092580	NomMel_98	NomMel_98_REGV01092580	EFV	3	98	1	Nomia_melanderi	REGV01092580.1	8	313	306	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_110_REGV01092706	NomMel_110	NomMel_110_REGV01092706	EFV	3	110	1	Nomia_melanderi	REGV01092706.1	2	319	318	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_95_REGV01093040	NomMel_95	NomMel_95_REGV01093040	EFV	3	95	1	Nomia_melanderi	REGV01093040.1	7	291	285	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_99_REGV01093291	NomMel_99	NomMel_99_REGV01093291	EFV	3	99	1	Nomia_melanderi	REGV01093291.1	27	242	216	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_116_REGV01093320	NomMel_116	NomMel_116_REGV01093320	EFV	3	116	1	Nomia_melanderi	REGV01093320.1	3	299	297	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_75_REGV01093438	NomMel_75	NomMel_75_REGV01093438	EFV	3	75	1	Nomia_melanderi	REGV01093438.1	2	454	453	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
NomMel_86_REGV01093916	NomMel_86	NomMel_86_REGV01093916	EFV	3	86	1	Nomia_melanderi	REGV01093916.1	1	333	333	negative	Ceratina-Pestinsect-EFV	Pesti-like	Pestinsect	Bee
EFV-cISF.1.1.1-Aedes_aeg	cISF.1.1.1	EFV-cISF.1.1.1-Aedes_aeg	EFV	1	1	1	Aedes_aegypti	NIGP01000003.1	191324702	191321900	2802	negative	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.1.1.2-Aedes_aeg	cISF.1.1.2	EFV-cISF.1.1.2-Aedes_aeg	EFV	1	1	2	Aedes_aegypti	NIGP01000003.1	191335257	191332455	2802	negative	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.1.2.5-Aedes_aeg	cISF.1.2.5	EFV-cISF.1.2.5-Aedes_aeg	EFV	1	4	5	Aedes_aegypti	NIGP01000003.1	313468414	313468898	484	positive	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.1.4.1-Aedes_aeg	cISF.1.4.1	EFV-cISF.1.4.1-Aedes_aeg	EFV	1	4	1	Aedes_aegypti	NIGP01000003.1	313469044	313470128	1084	positive	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.1.2.1-Aedes_aeg	cISF.1.2.1	EFV-cISF.1.2.1-Aedes_aeg	EFV	1	4	1	Aedes_aegypti	NIGP01000003.1	313470274	313470666	392	positive	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.1.2.4-Aedes_aeg	cISF.1.2.4	EFV-cISF.1.2.4-Aedes_aeg	EFV	1	2	4	Aedes_aegypti	NIGP01000003.1	313471100	313471747	647	positive	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.1.2.3-Aedes_aeg	cISF.1.2.3	EFV-cISF.1.2.3-Aedes_aeg	EFV	1	2	3	Aedes_aegypti	NIGP01000003.1	313471893	313472977	1084	positive	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.2.7.1-Aedes_alb	cISF.2.7.1	EFV-cISF.2.7.1-Aedes_alb	EFV	7	1	1	Aedes_albopictus	JXUM01154598.1	9496	10269	773	positive	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.2.3.3-Aedes_alb	cISF.2.3.3	EFV-cISF.2.3.3-Aedes_alb	EFV	2	3	1	Aedes_albopictus	MNAF02000296	818358	819023	665	positive	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.2.4.1-Aedes_alb	cISF.2.4.1	EFV-cISF.2.4.1-Aedes_alb	EFV	2	4	1	Aedes_albopictus	MNAF02000296	831164	832192	1028	positive	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.2.5.1-Aedes_alb	cISF.2.5.1	EFV-cISF.2.5.1-Aedes_alb	EFV	2	5	1	Aedes_albopictus	MNAF02000296	839698	840363	665	negative	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.2.6.1-Aedes_alb	cISF.2.6.1	EFV-cISF.2.6.1-Aedes_alb	EFV	2	6	1	Aedes_albopictus	MNAF02000296	840335	841336	1001	positive	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.2.1.1-Aedes_alb	cISF.2.1.1	EFV-cISF.2.1.1-Aedes_alb	EFV	2	1	1	Aedes_albopictus	MNAF02000296.1	814503	819023	4520	positive	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.2.8.1-Aedes_alb	cISF.2.8.1	EFV-cISF.2.8.1-Aedes_alb	EFV	2	3	1	Aedes_albopictus	MNAF02000570.1	12136	12522	386	negative	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.2.7.1-Aedes_alb	cISF.2.7.1	EFV-cISF.2.7.1-Aedes_alb	EFV	2	7	1	Aedes_albopictus	MNAF02001128.1	891781	893424	1643	negative	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.2.2.1-Aedes_alb	cISF.2.2.1	EFV-cISF.2.2.1-Aedes_alb	EFV	2	9	1	Aedes_albopictus	MNAF02001471.1	142492	143616	1124	negative	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.2.2.6-Aedes_alb	cISF.2.2.6	EFV-cISF.2.2.6-Aedes_alb	EFV	2	2	6	Aedes_albopictus	MNAF02001471.1	155612	155752	140	positive	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.2.2.7-Aedes_alb	cISF.2.2.7	EFV-cISF.2.2.7-Aedes_alb	EFV	2	2	7	Aedes_albopictus	MNAF02001471.1	176323	176499	176	positive	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.2.2.3-Aedes_alb	cISF.2.2.3	EFV-cISF.2.2.3-Aedes_alb	EFV	2	2	3	Aedes_albopictus	MNAF02001716.1	1647455	1648564	1109	negative	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.2.2.5-Aedes_alb	cISF.2.2.5	EFV-cISF.2.2.5-Aedes_alb	EFV	2	2	5	Aedes_albopictus	MNAF02001716.1	1652672	1653055	383	positive	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.2.2.4-Aedes_alb	cISF.2.2.4	EFV-cISF.2.2.4-Aedes_alb	EFV	2	2	4	Aedes_albopictus	MNAF02001716.1	1662010	1662252	242	positive	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.2.3.2-Aedes_alb	cISF.2.3.2	EFV-cISF.2.3.2-Aedes_alb	EFV	2	3	2	Aedes_albopictus	MNAF02001716.1	1662155	1663522	1367	negative	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.2.2.2-Aedes_alb	cISF.2.2.2	EFV-cISF.2.2.2-Aedes_alb	EFV	2	10	2	Aedes_albopictus	MNAF02001716.1	1685819	1687009	1190	negative	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.2.3.1-Aedes_alb	cISF.2.3.1	EFV-cISF.2.3.1-Aedes_alb	EFV	2	3	1	Aedes_albopictus	MNAF02001716.1	1706320	1707831	1511	positive	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.3.1.1-Anopheles_minimus	cISF.3.1.1	EFV-cISF.3.1.1-Anopheles_minimus	EFV	3	1	1	Anopheles_minimus	APHL01005937.1	206	1978	1772	positive	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-cISF.4.1.1-Anopheles_sinensis	cISF.4.1.1	EFV-cISF.4.1.1-Anopheles_sinensis	EFV	4	1	1	Anopheles_sinensis	ATLV01019207.1	3627	4277	650	negative	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-Flavi.1.2.1-Tipula	Flavi.1.2.1	EFV-Flavi.1.2.1-Tipula	EFV	1	2	1	Tipula_oleracea	JXPP01036443.1	1374	2034	660	positive	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-Flavi.1.3.1-Tipula	Flavi.1.3.1	EFV-Flavi.1.3.1-Tipula	EFV	1	3	1	Tipula_oleracea	JXPP01119385.1	699	812	113	negative	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-Flavi.1.1.1-Tipula	Flavi.1.1.1	EFV-Flavi.1.1.1-Tipula	EFV	1	1	1	Tipula_oleracea	JXPP01124776.1	2147	3275	1128	positive	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-Flavi.1.4.1-Tipula	Flavi.1.4.1	EFV-Flavi.1.4.1-Tipula	EFV	1	4	1	Tipula_oleracea	JXPP01151535.1	1319	1627	308	positive	FlaviPesti	Flavi-like	Flavivirus	cISF
EFV-Flavi.3.1.1-Daphnia	Flavi.3.1.1	EFV-Flavi.3.1.1-Daphnia	EFV	3	1	1	Daphnia_magna	LRGB01002801.1	179805	185034	5229	positive	FlaviPesti	Flavi-like	Flavivirus	
EFV-Flavi.3.2.1-Daphnia	Flavi.3.2.1	EFV-Flavi.3.2.1-Daphnia	EFV	3	1	2	Daphnia_magna	LRGB01003275.1	107884	108810	926	positive	FlaviPesti	Flavi-like	Flavivirus	
LepArc_2_RJJA01000657	LepArc.4.2.1	EFV-Flavi.4.2.1-Lepidurus	EFV	1	2	1	Lepidurus_arcticus	RJJA01000657.1	13151	14749	1599	negative	FlaviPesti	Flavi-like	Flavivirus	
LepArc_3_RJJA01000859	LepArc.4.3.1	EFV-Flavi.4.3.1-Lepidurus	EFV	1	3	1	Lepidurus_arcticus	RJJA01000859.1	5426	6178	753	positive	FlaviPesti	Flavi-like	Flavivirus	
LepArc_1_RJJA01001389	LepArc.4.1.1	EFV-Flavi.4.1.1-Lepidurus	EFV	1	1	1	Lepidurus_arcticus	RJJA01001389.1	1843	2796	954	positive	FlaviPesti	Flavi-like	Flavivirus	
EFV-Flavi.2.1.1-Condylostylus	Flavi.2.1.1	EFV-Flavi.2.1.1-Condylostylus	EFV	2	1	1	Condylostylus_patibulatus	JXOW01150519.1	1	2205	2204	negative	FlaviPesti	Flavi-like	Flavivirus	
EFV-Flavi.4.3.1-Craspedacusta	Flavi.4.3.1	EFV-Flavi.4.3.1-Craspedacusta	EFV	4	3	1	Craspedacusta_sowerbii	QQSS01028249.1	46	807	761	negative	FlaviPesti	Flavi-like	Flavivirus	
EFV-Flavi.4.2.1-Craspedacusta	Flavi.4.2.1	EFV-Flavi.4.2.1-Craspedacusta	EFV	4	2	1	Craspedacusta_sowerbii	QQSS01028249.1	2131	3075	944	negative	FlaviPesti	Flavi-like	Flavivirus	
EFV-Flavi.4.1.2-Craspedacusta	Flavi.4.1.2	EFV-Flavi.4.1.2-Craspedacusta	EFV	4	1	2	Craspedacusta_sowerbii	QQSS01051271.1	11592	14349	2757	negative	FlaviPesti	Flavi-like	Flavivirus	
EFV-Flavi.4.5.1-Craspedacusta	Flavi.4.5.1	EFV-Flavi.4.5.1-Craspedacusta	EFV	4	5	1	Craspedacusta_sowerbii	QQSS01132398.1	1980	6427	4447	positive	FlaviPesti	Flavi-like	Flavivirus	
EFV-Flavi.4.6.1-Craspedacusta	Flavi.4.6.1	EFV-Flavi.4.6.1-Craspedacusta	EFV	4	6	1	Craspedacusta_sowerbii	QQSS01132398.1	1980	6427	4447	positive	FlaviPesti	Flavi-like	Flavivirus	
EFV-Flavi.4.1.1-Craspedacusta	Flavi.4.1.1	EFV-Flavi.4.1.1-Craspedacusta	EFV	4	1	1	Craspedacusta_sowerbii	QQSS01398420.1	2	2757	2755	positive	FlaviPesti	Flavi-like	Flavivirus	
EFV-Flavi.4.4.1-Craspedacusta	Flavi.4.4.1	EFV-Flavi.4.4.1-Craspedacusta	EFV	4	4	1	Craspedacusta_sowerbii	QQSS01422136.1	1	681	680	negative	FlaviPesti	Flavi-like	Flavivirus	
EFV-JMTV1.1.1.1-Chironomus_riparius	JMTV1.1.1.1	EFV-JMTV1.1.1.1-Chironomus_riparius	EFV	1	1	1	Chironomus_riparius	JXPV01001963 	3958	5159	1201	negative	FlaviPesti	Flavi-like	Jingmenvirus (1)	JMTV1
EFV-JMTV1.1.1.1-Chironomus_tentans	JMTV1.1.1.1	EFV-JMTV1.1.1.1-Chironomus_tentans	EFV	1	1	1	Chironomus_tentans	HG429170	32608	34715	2107	negative	FlaviPesti	Flavi-like	Jingmenvirus (1)	JMTV1
EFV-JMTV1.2.1.1-Gerris	JMTV1.2.1.1	EFV-JMTV1.2.1.1-Gerris	EFV	2	1	1	Gerris_buenoi	JHBY02101284.1	2219	3765	1546	negative	FlaviPesti	Flavi-like	Jingmenvirus (1)	JMTV1
EFV-JMTV3.1.1.1-Gerris	JMTV3.1.1.1	EFV-JMTV3.1.1.1-Gerris	EFV	1	1	1	Gerris_buenoi	JHBY02071018.1	4807	6720	1913	negative	FlaviPesti	Flavi-like	Jingmenvirus (3)	JMTV3
EFV-Tamana.3.1.2-Amphinemura	Tamana.3.1.2	EFV-Tamana.3.1.2-Amphinemura	EFV	3	5	2	Amphinemura_sulcicollis	LVVV01392456.1	786	1118	332	negative	FlaviPesti	Flavi-like	Tamanavirus	
EFV-Tamana.3.1.1-Amphinemura	Tamana.3.1.1	EFV-Tamana.3.1.1-Amphinemura	EFV	3	4	1	Amphinemura_sulcicollis	LVVV01416251.1	202	663	461	negative	FlaviPesti	Flavi-like	Tamanavirus	
EFV-Tamana.1.1.2-Laupala	Tamana.1.1.2	EFV-Tamana.1.1.2-Laupala	EFV	1	2	2	Laupala_kohalensis	NNCF01133646.1	4424	5161	737	positive	FlaviPesti	Flavi-like	Tamanavirus	
EFV-Tamana.1.1.1-Laupala	Tamana.1.1.1	EFV-Tamana.1.1.1-Laupala	EFV	1	1	1	Laupala_kohalensis	NNCF01138054.1	2838	3204	366	positive	FlaviPesti	Flavi-like	Tamanavirus	
EFV-Tamana.2.1.1-Lednia	Tamana.2.1.1	EFV-Tamana.2.1.1-Lednia	EFV	2	3	1	Lednia_tumana	QKMV01058854.1	3	1369	1366	positive	FlaviPesti	Flavi-like	Tamanavirus	
EFV-Tamana.4.1.1-Stylephorus	Tamana.4.1.1	EFV-Tamana.4.1.1-Stylephorus	EFV	4	1	1	Stylephorus chordatus	OMPB01035808	993	2414	1421	negative	FlaviPesti	Flavi-like	Tamanavirus	
EFV-X1.1.2-Priapulus	X1.1.2	EFV-X1.1.2-Priapulus	EFV	1	1	2	Priapulus_caudatus	AXZU02047183.1	11361	11957	596	positive	FlaviPesti	Flavi-like	X1	
EFV-X1.1.1-Priapulus	X1.1.1	EFV-X1.1.1-Priapulus	EFV	1	1	1	Priapulus_caudatus	AXZU02072455.1	446	1327	881	negative	FlaviPesti	Flavi-like	X1	
EFV-X2.1.1.4-Austrofundulus	X2.1.1.4	EFV-X2.1.1.4-Austrofundulus	EFV	1	1	4	Austrofundulus_limnaeus	LDAR01072918.1	3265	3434	169	negative	FlaviPesti	Flavi-like	X2	
EFV-X2.1.1.1-Austrofundulus	X2.1.1.1	EFV-X2.1.1.1-Austrofundulus	EFV	1	1	1	Austrofundulus_limnaeus	LDAR01072919.1	490	1010	520	negative	FlaviPesti	Flavi-like	X2	
EFV-X2.1.1.3-Austrofundulus	X2.1.1.3	EFV-X2.1.1.3-Austrofundulus	EFV	1	1	3	Austrofundulus_limnaeus	LDAR01115895.1	2521	2682	161	positive	FlaviPesti	Flavi-like	X2	
EFV-X2.1.1.2-Austrofundulus	X2.1.1.2	EFV-X2.1.1.2-Austrofundulus	EFV	1	1	2	Austrofundulus_limnaeus	LDAR01120950.1	7080	7771	691	positive	FlaviPesti	Flavi-like	X2	
EFV-X2.3.1.3-Eurytemora	X2.3.1.3	EFV-X2.3.1.3-Eurytemora	EFV	3	1	3	Eurytemora_affinis	AZAI02001696.1	27515	27844	329	positive	FlaviPesti	Flavi-like	X2	
EFV-X2.3.1.4-Eurytemora	X2.3.1.4	EFV-X2.3.1.4-Eurytemora	EFV	3	1	4	Eurytemora_affinis	AZAI02001696.1	28848	28955	107	negative	FlaviPesti	Flavi-like	X2	
EFV-X2.3.1.5-Eurytemora	X2.3.1.5	EFV-X2.3.1.5-Eurytemora	EFV	3	1	5	Eurytemora_affinis	AZAI02001696.1	29779	29892	113	negative	FlaviPesti	Flavi-like	X2	
EFV-X2.3.1.2-Eurytemora	X2.3.1.2	EFV-X2.3.1.2-Eurytemora	EFV	3	1	2	Eurytemora_affinis	AZAI02001696.1	29835	30098	263	negative	FlaviPesti	Flavi-like	X2	
EFV-X2.3.1.6-Eurytemora	X2.3.1.6	EFV-X2.3.1.6-Eurytemora	EFV	3	1	6	Eurytemora_affinis	AZAI02001696.1	32254	32397	143	positive	FlaviPesti	Flavi-like	X2	
EFV-X2.3.1.1-Eurytemora	X2.3.1.1	EFV-X2.3.1.1-Eurytemora	EFV	3	1	1	Eurytemora_affinis	AZAI02004990.1	18061	18687	626	negative	FlaviPesti	Flavi-like	X2	
EFV-X2.2.1.2-Stylephorus	X2.2.1.2	EFV-X2.2.1.2-Stylephorus	EFV	2	1	2	Stylephorus_chordatus	OMPB01008367.1	963	1265	302	negative	FlaviPesti	Flavi-like	X2	
EFV-X2.2.1.1-Stylephorus	X2.2.1.1	EFV-X2.2.1.1-Stylephorus	EFV	2	1	1	Stylephorus_chordatus	OMPB01032799.1	397	822	425	negative	FlaviPesti	Flavi-like	X2	
CerAus_1_SHCU01001306	CerAus_1	CerAus_1_SHCU01001306	EFV	3	1	1	Ceratina_australensis	SHCU01001306.1	14225	20686	6462	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerAus_2_SHCU01006948	CerAus_2	CerAus_2_SHCU01006948	EFV	3	2	1	Ceratina_australensis	SHCU01006948.1	50	1315	1266	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_2_LSNX01000230	CerCal_2	CerCal_2_LSNX01000230	EFV	3	2	1	Ceratina_calcarata	LSNX01000230.1	2	11549	11548	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_17_SHCU01001306	CerCal_17	CerCal_17_SHCU01001306	EFV	3	17	1	Ceratina_calcarata	LSNX01000230.1	16528	17259	732	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_20_LSNX01013676	CerCal_20	CerCal_20_LSNX01013676	EFV	3	20	1	Ceratina_calcarata	LSNX01000366.1	1	513	513	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_18_LSNX01015099	CerCal_18	CerCal_18_LSNX01015099	EFV	3	18	1	Ceratina_calcarata	LSNX01000419.1	3	1329	1327	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_24_LSNX01017109	CerCal_24	CerCal_24_LSNX01017109	EFV	3	24	1	Ceratina_calcarata	LSNX01000694.1	2	502	501	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_3_LSNX01011448	CerCal_3	CerCal_3_LSNX01011448	EFV	3	3	1	Ceratina_calcarata	LSNX01000710.1	2117	8515	6399	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_10_LSNX01030159	CerCal_10	CerCal_10_LSNX01030159	EFV	3	10	1	Ceratina_calcarata	LSNX01001226.1	10802	13084	2283	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_22_LSNX01031071	CerCal_22	CerCal_22_LSNX01031071	EFV	3	22	1	Ceratina_calcarata	LSNX01001307.1	3	485	483	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_45_LSNX01033181	CerCal_45	CerCal_45_LSNX01033181	EFV	3	45	1	Ceratina_calcarata	LSNX01002163.1	2	316	315	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_29_LSNX01029438	CerCal_29	CerCal_29_LSNX01029438	EFV	3	29	1	Ceratina_calcarata	LSNX01003284.1	2	436	435	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_32_LSNX01018195	CerCal_32	CerCal_32_LSNX01018195	EFV	3	32	1	Ceratina_calcarata	LSNX01003467.1	1	435	435	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_5_LSNX01005083	CerCal_5	CerCal_5_LSNX01005083	EFV	3	5	1	Ceratina_calcarata	LSNX01004551.1	31	7116	7086	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_47_LSNX01045128	CerCal_47	CerCal_47_LSNX01045128	EFV	3	47	1	Ceratina_calcarata	LSNX01004653.1	9	353	345	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_6_LSNX01007571	CerCal_6	CerCal_6_LSNX01007571	EFV	3	6	1	Ceratina_calcarata	LSNX01005083.1	3	13504	13502	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_26_LSNX01009627	CerCal_26	CerCal_26_LSNX01009627	EFV	3	26	1	Ceratina_calcarata	LSNX01005180.1	26	403	378	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_27_LSNX01032777	CerCal_27	CerCal_27_LSNX01032777	EFV	3	27	1	Ceratina_calcarata	LSNX01005227.1	26	403	378	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_31_LSNX01023980	CerCal_31	CerCal_31_LSNX01023980	EFV	3	31	1	Ceratina_calcarata	LSNX01005386.1	2	400	399	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_63_LSNX01030735	CerCal_63	CerCal_63_LSNX01030735	EFV	3	63	1	Ceratina_calcarata	LSNX01005431.1	160	399	240	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_36_SHCU01006948	CerCal_36	CerCal_36_SHCU01006948	EFV	3	36	1	Ceratina_calcarata	LSNX01005555.1	3	398	396	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_35_LSNX01027670	CerCal_35	CerCal_35_LSNX01027670	EFV	3	35	1	Ceratina_calcarata	LSNX01005859.1	1	393	393	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_42_LSNX01000366	CerCal_42	CerCal_42_LSNX01000366	EFV	3	42	1	Ceratina_calcarata	LSNX01006512.1	2	382	381	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_40_LSNX01001226	CerCal_40	CerCal_40_LSNX01001226	EFV	3	40	1	Ceratina_calcarata	LSNX01006710.1	1	381	381	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_34_LSNX01036068	CerCal_34	CerCal_34_LSNX01036068	EFV	3	34	1	Ceratina_calcarata	LSNX01007166.1	2	373	372	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
